id_client,age,sexe,zone,situation_matrimoniale,niveau_education,nombre_personnes_a_charge,secteur_activite,anciennete_activite_annees,revenu_mensuel_fcfa,charges_mensuelles_fcfa,anciennete_cooperative_mois,membre_groupe_solidaire,epargne_solde_moyen_fcfa,regularite_epargne,nombre_credits_anterieurs,taux_remboursement_historique_pct,jours_retard_moyen_historique,possede_mobile_money,frequence_transactions_mm_mois,interroge_bic,statut_bic,nombre_prets_actifs_autres_institutions,encours_credit_autres_institutions_fcfa,objet_credit,montant_credit_demande_fcfa,duree_credit_mois,garantie,ratio_endettement,defaut_credit
CSWA-00669,62,Femme,Urbaine,Marié(e),Aucun,3,Commerce informel,10.7,61000,35000,62,0,2000,Irrégulière,1,80.7,8.0,0,0,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,135000,9,Aval d'un tiers,0.85,0
CSWA-00670,25,Femme,Semi-urbaine,Marié(e),Aucun,3,Agriculture,2.4,48000,19000,69,1,29500,Irrégulière,1,93.7,12.0,1,7,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,143000,24,Caution solidaire,0.54,0
CSWA-00671,63,Femme,Urbaine,Marié(e),Primaire,8,Transport,4.2,102000,76000,47,0,32100,Aucune épargne,0,,,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Evénement social,416000,6,Caution solidaire,1.51,0
CSWA-00672,47,Femme,Urbaine,Célibataire,Aucun,5,Artisanat,5.4,62000,40000,61,0,23800,Régulière,2,62.6,3.0,1,9,0,Non consulté,0,0,Santé,139000,9,Bien matériel,0.92,0
CSWA-00673,48,Homme,Rurale,Marié(e),Primaire,3,Commerce informel,3.4,81000,30000,9,0,10100,Aucune épargne,1,74.9,3.0,1,9,0,Non consulté,0,0,Habitat/Réparation,255000,12,Caution solidaire,0.66,0
CSWA-00674,23,Femme,Rurale,Célibataire,Primaire,2,Commerce informel,1.3,96000,65000,171,1,68400,Aucune épargne,3,93.7,2.0,1,10,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,104000,6,Caution solidaire,0.88,0
CSWA-00675,48,Femme,Rurale,Veuf(ve),Supérieur,6,Restauration/Transformation,9.8,38000,31000,61,1,20700,Irrégulière,3,93.7,5.0,0,0,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,199000,12,Aucune,1.31,0
CSWA-00676,53,Femme,Urbaine,Marié(e),Aucun,4,Commerce informel,2.3,112000,43000,156,1,217700,Irrégulière,1,79.2,6.0,1,8,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,242000,6,Aucune,0.79,0
CSWA-00677,46,Femme,Rurale,Marié(e),Primaire,2,Commerce informel,3.8,91000,48000,139,1,88600,Régulière,0,,,1,7,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,177000,12,Caution solidaire,0.71,0
CSWA-00678,22,Femme,Semi-urbaine,Célibataire,Secondaire,6,Restauration/Transformation,7.0,91000,73000,128,0,132600,Régulière,2,89.4,3.0,1,14,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,413000,12,Aucune,1.23,0
CSWA-00679,43,Femme,Urbaine,Marié(e),Aucun,1,Agriculture,5.7,75000,28000,70,0,44800,Régulière,1,83.2,1.0,1,6,1,Pret en cours ailleurs,2,81000,Intrants agricoles,333000,12,Aucune,0.89,1
CSWA-00680,62,Homme,Rurale,Marié(e),Secondaire,1,Commerce informel,3.3,70000,57000,112,1,43000,Régulière,2,79.7,5.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,165000,18,Bien matériel,0.96,0
CSWA-00681,53,Femme,Rurale,Marié(e),Secondaire,2,Agriculture,13.0,83000,70000,64,1,72400,Régulière,2,61.8,15.0,1,8,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,422000,3,Caution solidaire,2.74,0
CSWA-00682,25,Femme,Semi-urbaine,Célibataire,Secondaire,1,Artisanat,2.8,85000,46000,132,0,65700,Irrégulière,3,79.4,20.0,1,10,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,127000,12,Bien matériel,0.68,0
CSWA-00683,64,Homme,Rurale,Célibataire,Supérieur,1,Artisanat,9.0,42000,24000,149,1,44200,Régulière,4,78.0,11.0,1,10,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,108000,9,Caution solidaire,0.89,0
CSWA-00684,64,Femme,Semi-urbaine,Célibataire,Secondaire,3,Commerce informel,7.7,192000,162000,128,1,241700,Aucune épargne,0,,,0,0,1,Jamais emprunté ailleurs,0,0,Evénement social,223000,9,Bien matériel,0.99,0
CSWA-00685,26,Homme,Urbaine,Célibataire,Primaire,3,Agriculture,8.0,55000,21000,74,0,36800,Aucune épargne,0,,,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,224000,3,Aucune,1.9,0
CSWA-00686,56,Femme,Urbaine,Marié(e),Supérieur,5,Agriculture,1.8,84000,43000,151,0,99600,Régulière,0,,,1,9,1,Incident de paiement signale ailleurs,0,0,Equipement/Matériel,424000,9,Bien matériel,1.14,0
CSWA-00687,38,Homme,Semi-urbaine,Célibataire,Aucun,1,Agriculture,5.5,153000,58000,2,1,14400,Aucune épargne,1,78.5,1.0,1,8,0,Non consulté,0,0,Intrants agricoles,618000,9,Caution solidaire,0.88,0
CSWA-00688,46,Femme,Semi-urbaine,Veuf(ve),Primaire,3,Commerce informel,6.6,67000,48000,131,0,92200,Irrégulière,3,90.4,11.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,323000,9,Aucune,1.32,0
CSWA-00689,39,Homme,Rurale,Marié(e),Secondaire,3,Commerce informel,7.2,92000,62000,151,0,112500,Aucune épargne,1,83.8,4.0,1,11,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,347000,12,Bien matériel,1.03,0
CSWA-00690,55,Femme,Rurale,Divorcé(e),Secondaire,1,Restauration/Transformation,5.1,24000,19000,118,0,21900,Irrégulière,2,87.2,2.0,1,10,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,30000,9,Aucune,0.95,0
CSWA-00691,65,Femme,Rurale,Veuf(ve),Supérieur,5,Commerce informel,8.1,27000,12000,87,1,6500,Régulière,2,79.2,30.0,1,11,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,86000,12,Aucune,0.74,0
CSWA-00692,56,Homme,Urbaine,Marié(e),Aucun,2,Autre service,5.3,80000,50000,169,0,145500,Irrégulière,2,75.9,7.0,1,6,0,Non consulté,0,0,Intrants agricoles,194000,3,Aucune,1.53,0
CSWA-00693,62,Femme,Semi-urbaine,Marié(e),Secondaire,2,Autre service,3.2,90000,64000,7,0,12000,Irrégulière,1,54.9,8.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,478000,3,Caution solidaire,2.69,0
CSWA-00694,63,Femme,Semi-urbaine,Marié(e),Aucun,4,Agriculture,3.4,149000,73000,170,1,116500,Aucune épargne,1,65.1,5.0,1,10,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,661000,6,Caution solidaire,1.32,0
CSWA-00695,23,Femme,Rurale,Célibataire,Secondaire,4,Restauration/Transformation,7.4,126000,100000,49,1,20200,Irrégulière,1,86.5,18.0,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,631000,12,Aucune,1.26,0
CSWA-00696,30,Homme,Urbaine,Marié(e),Secondaire,1,Artisanat,3.5,34000,15000,76,1,36500,Irrégulière,2,80.8,6.0,1,7,1,Pret en cours ailleurs,1,85000,Equipement/Matériel,134000,6,Aval d'un tiers,1.4,0
CSWA-00697,52,Femme,Urbaine,Marié(e),Aucun,3,Commerce informel,8.5,162000,66000,49,0,50500,Irrégulière,3,85.4,2.0,1,3,1,Jamais emprunté ailleurs,0,0,Education,366000,12,Caution solidaire,0.62,0
CSWA-00698,46,Homme,Urbaine,Marié(e),Secondaire,5,Agriculture,3.5,42000,21000,180,0,79300,Aucune épargne,2,69.4,13.0,1,7,1,Bon payeur ailleurs (solde sans incident),0,0,Evénement social,217000,36,Caution solidaire,0.66,0
CSWA-00699,21,Homme,Rurale,Veuf(ve),Primaire,3,Autre service,2.6,130000,97000,69,1,65000,Irrégulière,2,79.1,1.0,1,12,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,632000,3,Aucune,2.56,0
CSWA-00700,23,Femme,Rurale,Célibataire,Primaire,4,Commerce informel,15.4,63000,45000,71,1,38400,Irrégulière,1,79.1,1.0,1,8,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,151000,12,Aucune,0.94,0
CSWA-00701,43,Femme,Urbaine,Célibataire,Supérieur,8,Artisanat,11.6,360000,286000,110,1,207100,Régulière,0,,,1,8,0,Non consulté,0,0,Santé,1849000,3,Aucune,2.71,0
CSWA-00702,47,Femme,Rurale,Marié(e),Secondaire,3,Artisanat,6.1,58000,38000,45,1,30400,Aucune épargne,1,55.6,12.0,0,0,1,Jamais emprunté ailleurs,0,0,Evénement social,140000,6,Aval d'un tiers,1.11,1
CSWA-00703,26,Homme,Semi-urbaine,Marié(e),Primaire,4,Commerce informel,4.1,78000,63000,61,0,36800,Aucune épargne,2,75.4,11.0,1,7,1,Jamais emprunté ailleurs,0,0,Education,312000,12,Bien matériel,1.18,0
CSWA-00704,27,Femme,Urbaine,Célibataire,Aucun,2,Elevage,8.6,88000,55000,38,0,24800,Irrégulière,0,,,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,343000,12,Caution solidaire,0.99,0
CSWA-00705,25,Femme,Rurale,Marié(e),Aucun,4,Fonctionnaire,17.3,78000,63000,130,1,86800,Aucune épargne,2,96.2,24.0,1,9,0,Non consulté,0,0,Habitat/Réparation,149000,12,Caution solidaire,0.99,0
CSWA-00706,45,Femme,Rurale,Marié(e),Aucun,3,Commerce informel,4.5,47000,37000,22,0,14600,Irrégulière,0,,,1,15,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,257000,9,Caution solidaire,1.47,0
CSWA-00707,19,Femme,Urbaine,Divorcé(e),Primaire,2,Commerce informel,15.0,272000,160000,120,0,402600,Irrégulière,5,86.3,3.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,1187000,6,Aucune,1.4,0
CSWA-00708,45,Homme,Rurale,Marié(e),Primaire,6,Commerce informel,4.1,58000,20000,66,1,4600,Aucune épargne,0,,,1,5,1,Jamais emprunté ailleurs,0,0,Elevage,287000,18,Aval d'un tiers,0.65,0
CSWA-00709,41,Homme,Rurale,Célibataire,Primaire,7,Restauration/Transformation,2.0,57000,48000,20,0,6400,Régulière,3,54.0,4.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,145000,12,Caution solidaire,1.08,1
CSWA-00710,40,Femme,Urbaine,Célibataire,Secondaire,4,Artisanat,5.9,76000,45000,175,1,34500,Irrégulière,0,,,1,10,1,Jamais emprunté ailleurs,0,0,Evénement social,403000,3,Bien matériel,2.57,0
CSWA-00711,50,Femme,Urbaine,Célibataire,Aucun,2,Elevage,1.8,90000,65000,62,0,76500,Aucune épargne,0,,,1,11,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,257000,12,Caution solidaire,0.99,0
CSWA-00712,43,Homme,Semi-urbaine,Marié(e),Primaire,6,Transport,8.3,55000,32000,59,1,12800,Aucune épargne,2,88.5,9.0,1,8,0,Non consulté,0,0,Fonds de commerce,131000,12,Bien matériel,0.8,0
CSWA-00713,53,Homme,Urbaine,Marié(e),Supérieur,5,Autre service,2.5,137000,73000,15,0,23800,Irrégulière,2,95.4,1.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,319000,12,Caution solidaire,0.75,0
CSWA-00714,54,Homme,Rurale,Marié(e),Aucun,7,Commerce informel,7.6,88000,47000,166,0,136500,Régulière,2,58.4,13.0,1,6,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,307000,12,Caution solidaire,0.86,0
CSWA-00715,62,Femme,Rurale,Marié(e),Secondaire,4,Transport,9.4,82000,43000,164,1,155800,Irrégulière,1,90.2,6.0,0,0,1,Pret en cours ailleurs,2,242000,Education,354000,24,Aval d'un tiers,0.99,0
CSWA-00716,56,Homme,Semi-urbaine,Marié(e),Aucun,3,Agriculture,14.2,110000,70000,20,1,22300,Régulière,3,52.2,13.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,526000,18,Caution solidaire,0.93,0
CSWA-00717,43,Femme,Rurale,Marié(e),Primaire,6,Commerce informel,2.1,51000,38000,52,0,12100,Irrégulière,4,92.0,1.0,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,180000,24,Caution solidaire,0.91,0
CSWA-00718,42,Femme,Semi-urbaine,Célibataire,Secondaire,4,Commerce informel,3.8,59000,37000,27,1,12200,Irrégulière,0,,,0,0,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,118000,12,Caution solidaire,0.81,0
CSWA-00719,30,Homme,Rurale,Marié(e),Aucun,3,Agriculture,4.6,80000,49000,127,1,29100,Aucune épargne,1,74.7,7.0,1,11,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,75000,6,Aval d'un tiers,0.79,0
CSWA-00720,47,Femme,Rurale,Marié(e),Primaire,4,Salarié secteur formel,7.9,116000,58000,30,0,13000,Régulière,2,82.6,4.0,0,0,1,Pret en cours ailleurs,1,91000,Elevage,582000,9,Aval d'un tiers,1.19,0
CSWA-00721,25,Femme,Rurale,Marié(e),Secondaire,4,Elevage,5.3,71000,41000,71,0,10900,Irrégulière,1,96.9,6.0,1,10,1,Pret en cours ailleurs,2,159000,Fonds de commerce,80000,24,Aval d'un tiers,0.83,0
CSWA-00722,62,Femme,Urbaine,Marié(e),Aucun,2,Artisanat,2.9,68000,30000,99,0,88700,Irrégulière,2,96.5,1.0,1,8,0,Non consulté,0,0,Intrants agricoles,144000,12,Caution solidaire,0.64,0
CSWA-00723,58,Homme,Rurale,Marié(e),Secondaire,2,Commerce informel,4.1,25000,18000,173,1,19600,Irrégulière,3,64.9,7.0,1,12,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,33000,24,Aval d'un tiers,0.78,0
CSWA-00724,24,Homme,Urbaine,Marié(e),Primaire,4,Commerce informel,6.5,55000,41000,179,1,22300,Irrégulière,2,75.7,2.0,1,13,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,156000,24,Caution solidaire,0.88,0
CSWA-00725,55,Homme,Rurale,Divorcé(e),Aucun,5,Fonctionnaire,4.4,139000,65000,77,1,41400,Régulière,1,87.7,6.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,728000,24,Bien matériel,0.71,0
CSWA-00726,24,Femme,Rurale,Divorcé(e),Secondaire,0,Salarié secteur formel,13.1,156000,99000,37,1,24200,Irrégulière,0,,,1,9,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,761000,3,Caution solidaire,2.46,0
CSWA-00727,52,Femme,Urbaine,Célibataire,Primaire,1,Elevage,7.2,99000,49000,104,1,22400,Régulière,2,87.1,2.0,1,12,1,Pret en cours ailleurs,2,395000,Evénement social,298000,3,Bien matériel,1.98,0
CSWA-00728,23,Homme,Urbaine,Marié(e),Aucun,2,Commerce informel,2.9,502000,421000,61,0,323500,Aucune épargne,1,73.0,4.0,0,0,0,Non consulté,0,0,Elevage,2200000,12,Aucune,1.25,0
CSWA-00729,41,Homme,Semi-urbaine,Célibataire,Supérieur,3,Commerce informel,5.6,90000,45000,81,1,73700,Régulière,0,,,1,7,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,168000,6,Caution solidaire,0.85,0
CSWA-00730,49,Femme,Rurale,Veuf(ve),Primaire,1,Autre service,8.2,97000,76000,154,1,134100,Aucune épargne,1,87.1,7.0,1,11,1,Pret en cours ailleurs,2,134000,Habitat/Réparation,483000,9,Aval d'un tiers,1.53,0
CSWA-00731,53,Homme,Semi-urbaine,Marié(e),Secondaire,4,Commerce informel,6.8,53000,37000,77,0,53400,Régulière,0,,,1,7,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,72000,24,Caution solidaire,0.76,0
CSWA-00732,38,Homme,Rurale,Marié(e),Aucun,4,Commerce informel,4.3,45000,37000,96,0,4900,Régulière,2,98.5,1.0,1,7,1,Pret en cours ailleurs,3,152000,Fonds de commerce,176000,12,Aucune,1.49,0
CSWA-00733,62,Femme,Semi-urbaine,Célibataire,Aucun,7,Restauration/Transformation,5.1,250000,177000,101,0,233200,Irrégulière,1,83.0,1.0,1,4,0,Non consulté,0,0,Elevage,251000,6,Caution solidaire,0.9,0
CSWA-00734,55,Homme,Semi-urbaine,Divorcé(e),Secondaire,4,Fonctionnaire,5.5,160000,105000,63,1,90300,Irrégulière,0,,,1,8,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,440000,9,Aucune,1.0,0
CSWA-00735,28,Homme,Urbaine,Marié(e),Secondaire,2,Commerce informel,10.0,27000,16000,162,1,47500,Irrégulière,2,95.1,21.0,1,11,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,55000,24,Aucune,0.69,0
CSWA-00736,50,Femme,Semi-urbaine,Marié(e),Aucun,1,Transport,8.3,93000,54000,77,0,36600,Irrégulière,0,,,1,5,1,Jamais emprunté ailleurs,0,0,Education,360000,12,Aucune,0.94,1
CSWA-00737,53,Homme,Urbaine,Marié(e),Secondaire,4,Agriculture,2.0,64000,22000,108,0,45500,Régulière,2,88.0,18.0,0,0,1,Incident de paiement signale ailleurs,0,0,Habitat/Réparation,348000,9,Aval d'un tiers,1.02,0
CSWA-00738,34,Femme,Rurale,Marié(e),Primaire,4,Restauration/Transformation,12.7,112000,95000,133,1,79000,Irrégulière,1,68.7,10.0,1,6,1,Jamais emprunté ailleurs,0,0,Education,277000,3,Aucune,1.77,0
CSWA-00739,53,Femme,Semi-urbaine,Célibataire,Primaire,2,Commerce informel,15.0,191000,121000,149,0,172400,Irrégulière,3,85.2,6.0,1,17,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,970000,12,Caution solidaire,1.11,0
CSWA-00740,61,Femme,Urbaine,Marié(e),Secondaire,1,Salarié secteur formel,4.5,108000,69000,66,0,69300,Irrégulière,1,77.7,10.0,1,5,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,396000,18,Caution solidaire,0.87,0
CSWA-00741,57,Homme,Rurale,Veuf(ve),Primaire,5,Restauration/Transformation,7.6,92000,41000,7,1,3400,Irrégulière,0,,,1,12,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,453000,3,Aval d'un tiers,2.28,0
CSWA-00742,54,Femme,Urbaine,Célibataire,Primaire,2,Autre service,21.0,116000,66000,120,0,181900,Irrégulière,1,78.4,2.0,0,0,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,294000,12,Caution solidaire,0.81,0
CSWA-00743,48,Homme,Urbaine,Marié(e),Secondaire,5,Elevage,5.8,358000,165000,19,1,101400,Régulière,2,49.6,4.0,1,9,0,Non consulté,0,0,Intrants agricoles,1153000,12,Aval d'un tiers,0.76,0
CSWA-00744,31,Femme,Urbaine,Célibataire,Primaire,2,Salarié secteur formel,6.5,119000,55000,145,1,113600,Irrégulière,0,,,1,7,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,140000,18,Bien matériel,0.54,0
CSWA-00745,56,Homme,Urbaine,Célibataire,Supérieur,6,Artisanat,8.6,68000,42000,180,1,181900,Irrégulière,2,82.2,1.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,127000,9,Aucune,0.85,0
CSWA-00746,36,Femme,Urbaine,Marié(e),Secondaire,1,Elevage,11.8,136000,64000,11,1,11100,Régulière,3,74.1,22.0,1,5,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,177000,24,Caution solidaire,0.53,0
CSWA-00747,44,Homme,Rurale,Marié(e),Primaire,1,Commerce informel,1.6,216000,148000,4,1,1200,Régulière,1,93.5,11.0,1,11,1,Pret en cours ailleurs,1,345000,Santé,740000,12,Aucune,1.15,0
CSWA-00748,33,Homme,Rurale,Célibataire,Primaire,5,Transport,5.7,118000,64000,135,0,216200,Régulière,1,70.7,4.0,1,9,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,220000,12,Caution solidaire,0.72,0
CSWA-00749,33,Femme,Rurale,Marié(e),Supérieur,4,Agriculture,11.8,78000,42000,128,0,52600,Aucune épargne,1,82.0,7.0,1,12,1,Pret en cours ailleurs,1,355000,Fonds de commerce,370000,9,Caution solidaire,1.54,0
CSWA-00750,26,Homme,Rurale,Marié(e),Secondaire,2,Artisanat,8.8,61000,43000,170,1,12600,Irrégulière,1,76.8,11.0,1,5,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,200000,6,Aval d'un tiers,1.32,0
CSWA-00751,64,Homme,Urbaine,Marié(e),Aucun,2,Restauration/Transformation,7.2,85000,58000,24,1,6200,Régulière,1,67.8,1.0,1,8,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,222000,36,Caution solidaire,0.76,0
CSWA-00752,25,Femme,Urbaine,Marié(e),Aucun,5,Transport,6.5,43000,24000,15,0,7100,Aucune épargne,2,85.0,4.0,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,46000,18,Caution solidaire,0.63,0
CSWA-00753,23,Femme,Semi-urbaine,Célibataire,Primaire,2,Artisanat,11.5,132000,108000,67,1,33200,Irrégulière,1,93.9,1.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,393000,6,Bien matériel,1.37,0
CSWA-00754,62,Homme,Semi-urbaine,Marié(e),Secondaire,2,Artisanat,8.2,174000,89000,15,1,28900,Irrégulière,2,79.0,0.0,1,7,1,Jamais emprunté ailleurs,0,0,Elevage,502000,3,Aucune,1.59,0
CSWA-00755,45,Femme,Rurale,Célibataire,Supérieur,2,Elevage,14.4,65000,46000,163,1,132800,Aucune épargne,1,94.9,1.0,0,0,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,86000,6,Bien matériel,0.96,0
CSWA-00756,39,Femme,Urbaine,Marié(e),Secondaire,3,Artisanat,5.2,63000,47000,111,0,95700,Irrégulière,1,85.4,6.0,0,0,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,308000,6,Bien matériel,1.66,0
CSWA-00757,53,Femme,Semi-urbaine,Célibataire,Aucun,7,Agriculture,1.1,45000,21000,121,0,74200,Irrégulière,2,91.5,9.0,1,2,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,56000,18,Caution solidaire,0.54,0
CSWA-00758,37,Femme,Semi-urbaine,Marié(e),Secondaire,2,Transport,10.7,104000,61000,122,1,37800,Irrégulière,2,82.8,6.0,1,11,1,Pret en cours ailleurs,1,382000,Intrants agricoles,160000,6,Caution solidaire,1.2,0
CSWA-00759,25,Femme,Rurale,Veuf(ve),Aucun,3,Transport,4.9,80000,29000,94,0,64100,Régulière,3,81.5,12.0,0,0,0,Non consulté,0,0,Habitat/Réparation,223000,6,Caution solidaire,0.88,0
CSWA-00760,53,Femme,Urbaine,Veuf(ve),Primaire,0,Elevage,6.0,37000,19000,84,0,41300,Irrégulière,2,88.8,3.0,1,10,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,182000,24,Caution solidaire,0.74,0
CSWA-00761,27,Femme,Urbaine,Marié(e),Primaire,5,Commerce informel,6.8,402000,195000,40,0,62700,Régulière,0,,,1,4,1,Jamais emprunté ailleurs,0,0,Santé,646000,12,Bien matériel,0.64,0
CSWA-00762,44,Femme,Rurale,Célibataire,Primaire,2,Agriculture,4.2,30000,22000,169,0,76000,Régulière,2,83.8,10.0,1,8,0,Non consulté,0,0,Education,116000,6,Caution solidaire,1.46,0
CSWA-00763,63,Homme,Semi-urbaine,Marié(e),Primaire,2,Salarié secteur formel,2.4,190000,87000,100,1,211500,Irrégulière,0,,,0,0,1,Pret en cours ailleurs,1,380000,Fonds de commerce,314000,6,Aucune,0.95,0
CSWA-00764,62,Homme,Rurale,Célibataire,Aucun,5,Fonctionnaire,10.3,189000,69000,23,1,61000,Régulière,2,73.0,4.0,1,9,1,Pret en cours ailleurs,1,94000,Evénement social,520000,6,Aucune,0.92,0
CSWA-00765,35,Homme,Urbaine,Célibataire,Aucun,1,Commerce informel,0.5,116000,42000,31,1,17600,Régulière,1,76.0,3.0,1,14,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,411000,6,Aval d'un tiers,1.02,0
CSWA-00766,55,Femme,Rurale,Marié(e),Secondaire,3,Fonctionnaire,17.7,163000,119000,22,1,11900,Aucune épargne,0,,,1,3,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,355000,9,Caution solidaire,1.0,0
CSWA-00767,47,Femme,Semi-urbaine,Marié(e),Aucun,2,Commerce informel,6.1,53000,22000,162,0,122400,Régulière,4,89.2,4.0,0,0,1,Pret en cours ailleurs,1,404000,Equipement/Matériel,90000,6,Aucune,1.42,0
CSWA-00768,41,Femme,Rurale,Marié(e),Primaire,2,Fonctionnaire,1.1,198000,133000,2,1,8000,Aucune épargne,3,83.5,16.0,1,9,1,Pret en cours ailleurs,1,209000,Santé,996000,6,Bien matériel,1.71,0
CSWA-00769,25,Femme,Semi-urbaine,Célibataire,Aucun,3,Fonctionnaire,11.2,149000,67000,167,0,338300,Irrégulière,4,88.3,5.0,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,548000,12,Caution solidaire,0.79,0
CSWA-00770,36,Femme,Rurale,Célibataire,Primaire,4,Elevage,1.5,55000,25000,148,1,23000,Régulière,1,81.9,9.0,1,10,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,150000,12,Caution solidaire,0.71,0
CSWA-00771,49,Homme,Urbaine,Marié(e),Aucun,3,Autre service,4.1,140000,105000,26,0,20400,Régulière,0,,,1,11,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,307000,9,Caution solidaire,1.02,0
CSWA-00772,65,Femme,Rurale,Marié(e),Secondaire,5,Artisanat,15.3,111000,77000,17,1,18000,Irrégulière,1,76.3,5.0,1,12,1,Pret en cours ailleurs,2,131000,Habitat/Réparation,600000,12,Bien matériel,1.3,0
CSWA-00773,19,Femme,Rurale,Marié(e),Primaire,4,Agriculture,7.8,169000,114000,168,0,389200,Régulière,1,56.9,1.0,1,10,0,Non consulté,0,0,Habitat/Réparation,491000,6,Aucune,1.22,1
CSWA-00774,52,Homme,Semi-urbaine,Marié(e),Aucun,2,Transport,7.1,79000,64000,109,0,61100,Irrégulière,0,,,1,6,0,Non consulté,0,0,Equipement/Matériel,266000,36,Aucune,0.92,0
CSWA-00775,58,Femme,Rurale,Marié(e),Secondaire,3,Commerce informel,7.7,126000,99000,166,0,190800,Régulière,2,82.6,1.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Evénement social,693000,6,Bien matériel,1.81,0
CSWA-00776,63,Homme,Rurale,Marié(e),Aucun,3,Commerce informel,3.2,71000,55000,168,1,61100,Régulière,2,49.2,4.0,1,12,1,Incident de paiement signale ailleurs,0,0,Intrants agricoles,381000,9,Aucune,1.44,1
CSWA-00777,38,Femme,Rurale,Veuf(ve),Secondaire,3,Commerce informel,0.9,109000,46000,2,0,3100,Irrégulière,1,96.5,15.0,1,6,0,Non consulté,0,0,Fonds de commerce,473000,12,Caution solidaire,0.83,0
CSWA-00778,24,Femme,Rurale,Marié(e),Aucun,5,Artisanat,8.0,98000,42000,10,0,11000,Régulière,0,,,1,12,1,Jamais emprunté ailleurs,0,0,Education,190000,6,Aucune,0.79,0
CSWA-00779,31,Homme,Urbaine,Célibataire,Supérieur,4,Restauration/Transformation,7.4,129000,108000,143,0,205000,Régulière,2,79.5,15.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,442000,9,Aucune,1.26,0
